source,name,price,description,origin,process,roast_level,notes
sakha coffee bali,kopi robusta sidikalang asli coffee roast bean espresso beans 1kg biji bubuk sakha roastery  biji kopi,199900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  fine robusta  origin  sidikalang sumatra  proces  natural  profil roasting  medium to dark  full city   flavor notes bias  nutty milk chocolate caramel low acidity bold  netto  1000 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",natural,"medium, dark","chocolate, caramel, nutty"
sakha coffee bali,kopi robusta sidikalang asli coffee roast bean espresso beans 500 gram biji bubuk sakha roastery  biji kopi,119900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  fine robusta  origin  sidikalang sumatra  proces  natural  profil roasting  medium to dark  full city   flavor notes bias  nutty milk chocolate caramel low acidity bold  netto  500 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",natural,"medium, dark","chocolate, caramel, nutty"
sakha coffee bali,kopi robusta sidikalang asli coffee roast beans espresso 200 gram biji bubuk sakha roastery  biji kopi,59900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  fine robusta  origin  sidikalang sumatra  proces  natural  profil roasting  medium to dark  full city   flavor notes bias  nutty milk chocolate caramel low acidity bold  netto  200 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",natural,"medium, dark","chocolate, caramel, nutty"
sakha coffee bali,kopi robusta sidikalang asli coffee roast beans espresso coffe bean 100 gram biji bubuk  biji kopi,42900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  fine robusta  origin  sidikalang sumatra  proces  natural  profil roasting  medium to dark  full city   flavor notes bias  nutty milk chocolate caramel low acidity bold  netto  100 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, sumatra, vietnam",natural,"medium, dark","chocolate, caramel, nutty"
sakha coffee bali,kopi robusta bali kintamani coffee espresso roasted beans biji bubuk  100 gram biji kopi,42900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  kopi fine robusta  origin  kintamani bali  proses  natural  profil roasting  medium to dark  full city   flavor notes  brown sugar roast peanut chocolate malt  netto  100 gram 200 gram 500 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, kintamani, vietnam, bali",natural,"medium, dark","chocolate, sweet"
sakha coffee bali,biji kopi bubuk robusta bali kintamani coffee roast bean espresso beans 1kg sakha roastery  biji kopi,199900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  robusta  origin  kintamani pulau dewata bali  proses  natural  profil roasting  medium to dark  full city   flavor notes  brown sugar chocolate malt roast peanut  netto  1000 gram  1 kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, kintamani, vietnam, bali",natural,"medium, dark","chocolate, sweet"
sakha coffee bali,biji kopi robusta bali kintamani coffee roast beans espresso 100 gram  biji kopi,25000,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  robusta  origin  kintamani pulau dewata bali  proses  natural  profil roasting  medium to dark  full city   flavor notes  brown sugar chocolate malt roast peanut  netto  100 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, kintamani, vietnam, bali",natural,"medium, dark","chocolate, sweet"
sakha coffee bali,biji kopi bubuk robusta bali kintamani coffee roast bean espresso beans 200 gram coffe roastery  biji kopi,59900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  robusta  origin  kintamani pulau dewata bali  proses  natural  profil roasting  medium to dark  full city   flavor notes  brown sugar chocolate malt roast peanut  netto  200 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, kintamani, vietnam, bali",natural,"medium, dark","chocolate, sweet"
sakha coffee bali,biji kopi bubuk robusta bali kintamani coffee roast bean espresso beans 500 gram roastery  biji kopi,119900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  robusta  origin  kintamani pulau dewata bali  proses  natural  profil roasting  medium to dark  full city   flavor notes  brown sugar chocolate malt roast peanut  netto  500 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk pastikan untuk memilih varian produk yang diinginkan jika tidak memilih maka produk akan dikirim secara acak catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, kintamani, vietnam, bali",natural,"medium, dark","chocolate, sweet"
sakha coffee bali,biji kopi bubuk arabika gayo aceh sumatra arabica coffee beans 1kg  biji kopi,339900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  gayo aceh sumatra  proses  semi wash  level roast  medium  flavor notes  brown sugar dark chocolate sweet orange zest  citrus  netto  1kg  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, gayo, aceh, sumatra, vietnam",washed,"medium, dark","chocolate, fruity, sweet"
sakha coffee bali,biji kopi bubuk arabika gayo aceh sumatra arabica coffee beans 500gr  biji kopi,189800,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  gayo aceh sumatra  proses  semi wash  level roast  medium  flavor notes  brown sugar dark chocolate sweet orange zest  citrus  netto  500 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, gayo, aceh, sumatra, vietnam",washed,"medium, dark","chocolate, fruity, sweet"
sakha coffee bali,biji kopi bubuk arabika gayo aceh sumatra arabica coffee beans 200 gr  biji kopi,84900,halo sobat brewer no sertifikat halal  id31110000375150622 dinas kesehatan pirt 7b56317507100402001k2317793e2021  jenis  arabika  origin  gayo aceh sumatra  proses  semi wash  level roast  medium  flavor notes  brown sugar dark chocolate sweet orange zest  citrus  netto  200 gram  packaging  one way valve alumunium foil petunjuk pemilihan varian  biji kopi  disimpan lebih lama atau ingin digiling sendiri giling kasar  french press cupping cold drip chemex giling sedang  vietnam drip pour over kalita v60 dll giling halus  espresso moka pot manual espresso tubruk catatan pengiriman  kurir same day maksimal pukul 1400  kurir reguler maksimal pukul 1600  kurir instant maksimal pukul 1700 pesanan yang masuk di luar jam tersebut akan dikirim pada hari berikutnya pesanan yang masuk pada hari sabtu setelah pukul 1730 dan pada hari minggu akan diproses pada hari senin toko libur setiap hari minggu terima kasih salam hangat dari sakha coffee  petani kopi indonesia,"indonesia, gayo, aceh, sumatra, vietnam",washed,"medium, dark","chocolate, fruity, sweet"
